"ParticipantNum","StrengthLevel","ResponseTime","Accuracy","Confidence"
"1","1",1.03326296806335,1,"2"
"1","1",1.28332901000977,1,"2"
"1","1",0.891524076461792,0,"1"
"1","1",1.3501660823822,1,"1"
"1","1",1.39188599586487,1,"2"
"1","1",0.958364009857178,1,"1"
"1","1",0.741767883300781,1,"1"
"1","1",0.933495998382568,1,"2"
"1","1",1.02519512176514,1,"2"
"1","1",1.03348588943481,1,"2"
"1","1",1.11665987968445,0,"1"
"1","1",1.01683187484741,1,"1"
"1","1",1.09187817573547,1,"2"
"1","4.5",1.48350620269775,0,"2"
"1","4.5",0.833096981048584,1,"1"
"1","4.5",0.94997501373291,1,"1"
"1","4.5",1.73330497741699,0,"2"
"1","4.5",0.674811124801636,1,"1"
"1","4.5",1.30015802383423,1,"1"
"1","4.5",1.55864000320435,1,"1"
"1","4.5",1.12485218048096,1,"2"
"1","4.5",1.36675715446472,0,"2"
"1","4.5",1.6835470199585,1,"1"
"1","4.5",1.25031805038452,0,"1"
"1","4.5",0.916590929031372,1,"2"
"1","4.5",1.09178113937378,1,"3"
"1","4.5",1.25022196769714,0,"2"
"1","4.5",1.25009512901306,0,"1"
"1","4.5",0.800086975097656,1,"3"
"1","4.5",1.57520484924316,0,"1"
"1","4.5",1.07500791549683,0,"2"
"1","4.5",1.29191994667053,1,"3"
"1","4.5",1.33334708213806,1,"2"
"1","4.5",0.94987678527832,1,"1"
"1","4.5",1.09179902076721,1,"1"
"1","4.5",0.858408927917481,0,"2"
"1","4.5",1.0333240032196,1,"3"
"1","4.5",0.900008916854858,1,"2"
"1","4.5",0.816848039627075,0,"1"
"1","4.5",1.1003098487854,0,"2"
"1","4.5",1.00849890708923,0,"1"
"1","4.5",0.966768980026245,0,"1"
"1","4.5",1.07411909103394,1,"1"
"1","4.5",0.891578912734985,0,"2"
"1","4.5",0.900008916854858,0,"1"
"1","4.5",0.791708946228027,1,"1"
"1","4.5",0.999853134155273,1,"1"
"1","4.5",0.849966049194336,1,"2"
"1","4.5",0.824822902679443,1,"2"
"1","4.5",1.3917019367218,1,"1"
"1","4.5",1.01669812202454,1,"2"
"1","4.5",0.800314903259277,1,"1"
"1","4.5",0.999801158905029,0,"2"
"1","4.5",0.841473817825317,0,"2"
"1","4.5",1.14154410362244,1,"3"
"1","4.5",1.03334999084473,1,"1"
"1","4.5",1.24977397918701,1,"3"
"1","4.5",0.799947023391724,0,"1"
"1","4.5",0.874919176101685,0,"1"
"1","4.5",1.30850291252136,0,"1"
"1","4.5",1.04186391830444,1,"2"
"1","4.5",0.800108909606934,1,"1"
"1","4.5",0.992258071899414,1,"2"
"1","4.5",0.741750001907349,1,"2"
"1","4.5",0.966676950454712,1,"1"
"1","4.5",1.32499599456787,0,"1"
"1","4.5",0.833361864089966,0,"2"
"1","4.5",1.46676898002625,0,"1"
"1","4.5",0.79195499420166,1,"2"
"1","4.5",1.58328604698181,1,"2"
"1","4.5",1.42545294761658,1,"2"
"1","4.5",1.50008106231689,1,"2"
"1","4.5",1.13328194618225,0,"1"
"1","4.5",0.72476601600647,1,"1"
"1","4.5",0.966760873794556,1,"3"
"1","4.5",1.19986605644226,1,"2"
"1","4.5",1.19477581977844,0,"2"
"1","4.5",1.59204077720642,1,"1"
"1","4.5",0.949825048446655,1,"3"
"1","4.5",1.07502889633179,1,"2"
"1","4.5",0.850044012069702,1,"1"
"1","4.5",0.866673946380615,1,"1"
"1","4.5",1.40839791297913,0,"1"
"1","4.5",1.49231195449829,1,"2"
"1","4.5",0.850032091140747,0,"2"
"1","4.5",1.55007910728455,1,"1"
"1","4.5",1.13341784477234,0,"1"
"1","4.5",1.11654210090637,1,"1"
"1","4.5",0.72552490234375,1,"1"
"1","4.5",0.900052070617676,1,"2"
"1","4.5",0.83307695388794,0,"1"
"1","4.5",0.999884128570557,0,"2"
"1","4.5",0.967167139053345,1,"1"
"1","8",0.866735935211182,1,"3"
"1","8",1.04170298576355,0,"1"
"1","8",0.83329701423645,1,"2"
"1","8",1.15861415863037,1,"4"
"1","8",0.95026707649231,1,"2"
"1","8",1.04172587394714,0,"1"
"1","8",0.766666889190674,0,"1"
"1","8",1.43318200111389,1,"1"
"1","8",1.12518000602722,0,"1"
"1","8",0.783613204956055,1,"2"
"1","8",1.35852003097534,0,"1"
"1","8",0.992109060287476,1,"3"
"1","8",1.32503914833069,1,"1"
"1","8",0.950062036514282,1,"2"
"1","8",1.00892210006714,0,"2"
"1","8",1.14993095397949,0,"1"
"1","8",0.825069189071655,1,"2"
"1","8",1.13333702087402,1,"1"
"1","8",1.13344788551331,1,"1"
"1","8",1.59184694290161,1,"2"
"1","8",1.01666712760925,1,"2"
"1","8",1.19159889221191,1,"1"
"1","8",0.800098896026611,1,"2"
"1","8",1.158527135849,1,"1"
"1","8",1.05000114440918,1,"3"
"1","8",1.30857706069946,1,"1"
"1","8",0.991834878921509,0,"2"
"1","8",1.19996881484985,0,"1"
"1","8",1.47520184516907,1,"2"
"1","8",0.833333969116211,1,"1"
"1","8",1.25881195068359,1,"2"
"1","8",1.30751991271973,1,"2"
"1","8",0.933609962463379,1,"1"
"1","8",0.733925819396973,1,"2"
"1","8",1.17506504058838,0,"2"
"1","8",0.916745901107788,0,"1"
"1","8",0.750014066696167,0,"1"
"1","8",0.933720111846924,0,"2"
"1","8",0.625427961349487,0,"1"
"1","8",1.10014605522156,1,"3"
"1","8",1.20838713645935,0,"2"
"1","8",0.841714143753052,1,"2"
"1","8",1.12505507469177,1,"2"
"1","8",1.13289403915405,1,"1"
"1","8",1.15142393112183,1,"2"
"1","8",1.10028910636902,0,"2"
"1","8",1.08377408981323,1,"1"
"1","8",0.941887140274048,1,"1"
"1","8",0.99190092086792,0,"1"
"1","8",0.916828155517578,1,"2"
"1","8",0.967056035995483,1,"2"
"1","8",1.30868101119995,1,"1"
"1","8",1.68387699127197,0,"2"
"1","8",1.49217510223389,1,"1"
"1","8",0.925071001052856,0,"2"
"1","8",1.14167714118958,0,"1"
"1","8",1.01687598228455,1,"3"
"1","8",1.02477216720581,0,"1"
"1","8",1.23407983779907,0,"2"
"1","8",0.783674001693726,1,"1"
"1","8",1.34986114501953,0,"2"
"1","8",0.883196115493774,1,"2"
"1","8",0.800270080566406,0,"1"
"1","8",1.15021896362305,0,"2"
"1","8",1.07483696937561,1,"2"
"1","8",0.783346176147461,1,"3"
"1","8",0.766755104064941,1,"2"
"1","8",1.02517795562744,1,"2"
"1","8",0.883229970932007,1,"1"
"1","8",0.800119161605835,1,"1"
"1","8",1.16650819778442,1,"1"
"1","8",0.841748952865601,1,"1"
"1","8",1.00835990905762,0,"2"
"1","8",1.09063386917114,0,"2"
"1","8",0.725116968154907,1,"2"
"1","8",1.19175004959106,0,"2"
"1","8",0.825153112411499,1,"1"
"1","8",0.974874019622803,1,"1"
"1","8",1.12507104873657,1,"3"
"1","8",1.10842990875244,1,"3"
"1","12",0.975162982940674,1,"1"
"1","12",0.858527898788452,1,"2"
"1","12",1.07496905326843,1,"3"
"1","12",1.10829091072083,1,"2"
"1","12",0.666492938995361,1,"2"
"1","12",0.800111055374146,0,"1"
"1","12",1.01680302619934,0,"1"
"1","12",1.09153509140015,1,"2"
"1","12",1.09984493255615,1,"3"
"1","12",1.25016307830811,1,"2"
"1","12",0.900080919265747,1,"2"
"1","12",0.86673378944397,1,"1"
"1","12",1.1500928401947,1,"1"
"1","12",1.08349895477295,1,"1"
"1","12",0.833415985107422,1,"3"
"1","12",0.850214004516602,1,"1"
"1","12",1.15844082832336,1,"2"
"1","12",0.70022988319397,1,"3"
"1","12",1.15010976791382,1,"2"
"1","12",1.02501392364502,1,"3"
"1","12",1.23347306251526,0,"3"
"1","12",1.08390998840332,1,"2"
"1","12",1.14177989959717,1,"2"
"1","12",1.00817799568176,1,"1"
"1","12",0.875082015991211,1,"1"
"1","12",1.12527799606323,1,"2"
"1","12",0.94169807434082,1,"1"
"1","12",1.11730694770813,1,"1"
"1","12",0.850282907485962,1,"3"
"1","12",1.12512612342834,1,"2"
"1","12",1.12526798248291,1,"2"
"1","12",1.12502598762512,1,"3"
"1","12",1.13323402404785,1,"1"
"1","12",1.5003387928009,1,"2"
"1","12",0.908451080322266,1,"2"
"1","12",0.941643953323364,0,"1"
"1","12",0.783154010772705,1,"3"
"1","12",0.825188875198364,1,"1"
"1","12",1.05016803741455,0,"2"
"1","12",1.02459001541138,1,"3"
"1","12",0.725106000900269,1,"2"
"1","12",1.48356890678406,1,"1"
"1","12",0.775074005126953,1,"1"
"1","12",1.23336982727051,1,"1"
"1","12",1.28313994407654,1,"3"
"1","12",1.62531614303589,1,"2"
"1","12",0.858253002166748,1,"3"
"1","12",1.12500500679016,1,"3"
"1","12",1.2417311668396,1,"2"
"1","12",0.933451890945435,1,"3"
"1","12",1.31677103042603,1,"2"
"1","12",1.27538990974426,1,"2"
"1","12",0.783097982406616,1,"2"
"1","12",0.641545057296753,1,"2"
"1","12",0.733333110809326,1,"1"
"1","12",0.816776037216187,1,"2"
"1","12",0.899858951568604,1,"1"
"1","12",1.10005402565002,1,"1"
"1","12",0.724836826324463,1,"2"
"1","12",0.825163125991821,1,"2"
"1","12",1.73244786262512,0,"1"
"1","12",0.791771173477173,1,"1"
"1","12",1.28322505950928,1,"1"
"1","12",1.09172081947327,1,"2"
"1","12",0.708248853683472,1,"3"
"1","12",0.824908971786499,1,"3"
"1","12",1.03324007987976,0,"1"
"1","12",1.09164810180664,1,"1"
"1","12",0.875348806381226,1,"3"
"1","12",0.716616868972778,1,"2"
"1","12",0.824908971786499,1,"2"
"1","12",0.72494101524353,1,"3"
"1","12",0.775487899780273,1,"1"
"1","12",1.41683602333069,1,"2"
"1","12",1.26674914360046,0,"2"
"1","12",1.16700410842896,1,"3"
"1","12",0.80016303062439,1,"3"
"1","12",0.916615009307861,1,"2"
"1","12",1.02474904060364,0,"1"
"1","12",1.65869498252869,1,"2"
"1","25",1.16659212112427,1,"2"
"1","25",1.10843896865845,1,"2"
"1","25",1.04174304008484,1,"3"
"1","25",0.825030088424683,1,"3"
"1","25",1.21647787094116,1,"3"
"1","25",1.09161591529846,1,"2"
"1","25",0.72524905204773,1,"3"
"1","25",1.27510786056519,1,"1"
"1","25",0.758320093154907,1,"2"
"1","25",0.775202989578247,1,"4"
"1","25",0.999783039093018,1,"3"
"1","25",0.883347034454346,1,"3"
"1","25",0.758403778076172,1,"3"
"1","25",1.10824394226074,1,"3"
"1","25",1.47496199607849,1,"3"
"1","25",0.983215093612671,1,"3"
"1","25",1.05034589767456,1,"3"
"1","25",0.999991893768311,0,"2"
"1","25",0.791574954986572,1,"3"
"1","25",0.532958984375,1,"2"
"1","25",0.825037956237793,1,"2"
"1","25",1.19246697425842,1,"1"
"1","25",0.716620922088623,1,"3"
"1","25",0.816863059997559,1,"2"
"1","25",1.05011796951294,1,"3"
"1","25",1.10817885398865,1,"2"
"1","25",0.76702094078064,1,"3"
"1","25",1.10023498535156,1,"2"
"1","25",0.733228206634522,1,"3"
"1","25",1.34161615371704,1,"2"
"1","25",0.858330965042114,1,"3"
"1","25",0.90007495880127,1,"4"
"1","25",1.30833506584167,1,"2"
"1","25",1.44187784194946,1,"3"
"1","25",0.775017023086548,1,"3"
"1","25",0.966701984405518,1,"3"
"1","25",0.791452884674072,1,"4"
"1","25",1.22499418258667,1,"3"
"1","25",1.19189810752869,1,"3"
"1","25",0.89169192314148,1,"2"
"1","25",0.825530052185059,1,"3"
"1","25",1.40844202041626,1,"2"
"1","25",0.775091171264648,1,"3"
"1","25",1.10876798629761,1,"3"
"1","25",0.650018930435181,1,"3"
"1","25",0.975048065185547,1,"3"
"1","25",0.749875068664551,1,"3"
"1","25",0.808380842208862,1,"3"
"1","25",1.07514190673828,1,"2"
"1","25",0.958470106124878,1,"4"
"1","25",1.11668992042542,1,"3"
"1","25",1.05012512207031,1,"4"
"1","25",0.899853944778442,1,"4"
"1","25",1.1502001285553,1,"2"
"1","25",0.958430051803589,1,"2"
"1","25",1.24997687339783,0,"2"
"1","25",1.17516016960144,1,"3"
"1","25",1.25010681152344,1,"3"
"1","25",0.933197021484375,1,"2"
"1","25",0.808475971221924,1,"3"
"1","25",0.783302068710327,1,"3"
"1","25",1.5083589553833,1,"2"
"1","25",0.950025796890259,1,"4"
"1","25",0.833164930343628,1,"3"
"1","25",0.716665029525757,1,"2"
"1","25",0.866549968719482,1,"3"
"1","25",1.15023112297058,1,"2"
"1","25",0.775156974792481,1,"3"
"1","25",0.858232975006104,1,"3"
"1","25",0.783100128173828,1,"3"
"1","25",1.0167601108551,1,"2"
"1","25",1.26657509803772,0,"1"
"1","25",1.08321118354797,1,"2"
"1","25",1.05863094329834,1,"3"
"1","25",1.4250271320343,0,"2"
"1","25",0.708402156829834,1,"3"
"1","25",0.924896001815796,1,"3"
"1","25",0.941874027252197,1,"3"
"1","25",1.02517580986023,1,"3"
"1","25",1.10851287841797,1,"2"
"1","40",1.53347110748291,1,"3"
"1","40",0.858428001403809,1,"3"
"1","40",0.749860048294067,1,"4"
"1","40",1.00822997093201,1,"3"
"1","40",1.39179515838623,1,"2"
"1","40",0.76672887802124,1,"3"
"1","40",1.14153289794922,1,"3"
"1","40",0.816505908966065,1,"4"
"1","40",0.86683988571167,1,"3"
"1","40",0.725056171417236,1,"3"
"1","40",1.1333179473877,1,"3"
"1","40",1.22485089302063,1,"1"
"1","40",1.62518310546875,1,"1"
"1","40",0.775139093399048,1,"3"
"1","40",1.23344802856445,1,"2"
"1","40",0.816545009613037,1,"3"
"1","40",0.966540098190308,1,"3"
"1","40",1.1588249206543,1,"4"
"1","40",0.900300025939941,1,"3"
"1","40",0.850013971328735,1,"3"
"1","40",0.758126974105835,1,"2"
"1","40",0.657431840896606,1,"4"
"1","40",0.74164891242981,1,"3"
"1","40",0.791707992553711,1,"2"
"1","40",0.983442068099976,1,"2"
"1","40",0.816905021667481,1,"3"
"1","40",0.608427047729492,1,"2"
"1","40",0.790760040283203,1,"3"
"1","40",0.733361959457398,1,"3"
"1","40",0.873916864395142,1,"3"
"1","40",0.926406145095825,1,"3"
"1","40",0.808442115783691,1,"3"
"1","40",0.85823917388916,1,"3"
"1","40",0.791591882705689,1,"2"
"1","40",1.00865578651428,1,"3"
"1","40",0.733292818069458,1,"2"
"1","40",0.875095129013062,1,"3"
"1","40",0.775084018707275,1,"3"
"1","40",0.666731834411621,1,"4"
"1","40",0.915869951248169,1,"4"
"1","40",0.925019025802612,1,"2"
"1","40",1.13369107246399,1,"4"
"1","40",0.891727924346924,1,"3"
"1","40",0.891685009002686,1,"3"
"1","40",0.75021505355835,1,"3"
"1","40",1.48352789878845,0,"1"
"1","40",1.08330392837524,1,"4"
"1","40",0.850416898727417,1,"4"
"1","40",1.12514710426331,1,"4"
"1","40",0.858287811279297,1,"4"
"1","40",0.750056028366089,1,"3"
"1","40",1.09170484542847,1,"2"
"1","40",0.866523027420044,1,"3"
"1","40",0.983231067657471,1,"4"
"1","40",1.07502698898315,1,"4"
"1","40",0.908566951751709,1,"4"
"1","40",0.891618013381958,1,"3"
"1","40",1.17496204376221,1,"1"
"1","40",0.966811895370483,1,"3"
"1","40",0.750083923339844,1,"3"
"1","40",1.10006499290466,1,"4"
"1","40",0.908257961273193,1,"2"
"1","40",0.916767120361328,1,"4"
"1","40",1.15014386177063,1,"3"
"1","40",0.758502006530762,1,"3"
"1","40",1.40822005271912,0,"2"
"1","40",1.25846290588379,1,"2"
"1","40",0.708603143692017,1,"3"
"1","40",0.775051116943359,1,"3"
"1","40",1.18338799476624,1,"4"
"1","40",0.88349199295044,1,"3"
"1","40",0.808494806289673,1,"3"
"1","40",0.825210094451904,1,"2"
"1","40",0.85007381439209,1,"3"
"1","40",0.641745090484619,1,"3"
"1","40",0.85820484161377,1,"4"
"1","40",0.841716051101685,1,"4"
"1","40",1.83352994918823,1,"2"
"1","40",0.877440929412842,1,"3"
"1","40",0.725412845611572,1,"2"
"2","1",1.18385601043701,1,"2"
"2","1",0.81377100944519,0,"4"
"2","1",1.00860285758972,0,"2"
"2","1",0.858464956283569,0,"2"
"2","1",0.750160932540894,1,"2"
"2","1",0.883569955825806,0,"3"
"2","1",0.808395147323608,1,"2"
"2","1",0.933583974838257,0,"2"
"2","1",1.40034794807434,0,"2"
"2","1",1.07436609268188,1,"1"
"2","1",0.774943113327026,1,"2"
"2","1",0.724989891052246,1,"4"
"2","1",0.958445072174072,0,"1"
"2","1",0.841344118118286,0,"2"
"2","1",0.891584157943726,1,"2"
"2","1",0.90002179145813,0,"1"
"2","1",0.741580009460449,1,"3"
"2","1",1.76703405380249,1,"1"
"2","1",0.883483171463013,1,"1"
"2","1",1.05009579658508,0,"2"
"2","1",0.766638040542603,0,"3"
"2","1",1.31686282157898,1,"1"
"2","1",1.00019288063049,0,"2"
"2","1",0.741832971572876,1,"3"
"2","1",1.00008893013,1,"1"
"2","1",0.791532039642334,1,"1"
"2","1",0.808563947677612,1,"1"
"2","1",0.93325400352478,0,"2"
"2","1",0.683043956756592,1,"2"
"2","1",0.950155019760132,0,"2"
"2","1",0.916475057601929,1,"2"
"2","1",0.799046039581299,0,"2"
"2","1",0.90005087852478,1,"1"
"2","1",0.749289035797119,1,"2"
"2","1",1.10002303123474,1,"3"
"2","1",0.875175952911377,0,"1"
"2","1",0.874969959259033,0,"1"
"2","1",0.950172901153565,1,"2"
"2","1",0.916734933853149,0,"1"
"2","1",1.00868797302246,0,"2"
"2","1",0.87493109703064,1,"1"
"2","1",0.816587924957275,0,"3"
"2","1",1.11736512184143,1,"1"
"2","1",0.981873989105225,1,"2"
"2","1",0.733236074447632,1,"4"
"2","1",0.841535091400147,1,"2"
"2","1",0.833467960357666,0,"2"
"2","1",0.891865015029907,0,"2"
"2","1",1.13331007957459,1,"1"
"2","1",0.866788148880005,1,"1"
"2","1",0.941946029663086,1,"1"
"2","1",0.766786098480225,1,"1"
"2","1",1.49175310134888,0,"1"
"2","1",0.741736888885498,1,"2"
"2","1",0.808425903320313,0,"3"
"2","1",1.13323879241943,0,"2"
"2","1",0.783154010772705,1,"2"
"2","1",0.950123071670532,0,"1"
"2","1",0.917223930358887,0,"1"
"2","1",0.825070142745972,0,"1"
"2","1",1.35033392906189,1,"2"
"2","1",0.641500949859619,1,"2"
"2","1",0.866769075393677,1,"3"
"2","1",0.791676044464111,1,"3"
"2","1",0.925252914428711,0,"1"
"2","1",0.699944019317627,0,"1"
"2","1",1.03336000442505,1,"2"
"2","1",0.961781024932861,1,"1"
"2","1",0.991566896438599,0,"2"
"2","1",0.849864959716797,0,"1"
"2","1",0.800589084625244,1,"4"
"2","1",0.774930953979492,0,"3"
"2","1",0.658368825912476,1,"1"
"2","1",0.650001049041748,1,"3"
"2","1",0.800132036209106,0,"2"
"2","1",0.850151062011719,0,"2"
"2","1",0.59978199005127,1,"4"
"2","1",0.941555976867676,0,"1"
"2","1",0.783542156219482,1,"3"
"2","1",0.941506862640381,0,"3"
"2","4.5",0.650156021118164,0,"3"
"2","4.5",0.88327693939209,1,"4"
"2","4.5",0.800145864486694,0,"2"
"2","4.5",1.22502088546753,1,"2"
"2","4.5",0.850015878677368,1,"2"
"2","4.5",0.741481065750122,1,"3"
"2","4.5",0.700604915618897,1,"4"
"2","4.5",0.791651964187622,1,"2"
"2","4.5",0.850023984909058,1,"3"
"2","4.5",0.883328199386597,1,"3"
"2","4.5",0.883422136306763,1,"4"
"2","4.5",0.821537971496582,0,"3"
"2","4.5",0.674878120422363,1,"4"
"2","4.5",0.866726160049439,1,"1"
"2","4.5",1.19176602363586,1,"1"
"2","4.5",0.767198085784912,1,"4"
"2","4.5",0.854676961898804,0,"3"
"2","4.5",0.858535051345825,1,"2"
"2","4.5",0.708170890808106,0,"3"
"2","4.5",0.849812030792236,0,"2"
"2","4.5",0.866559028625488,1,"3"
"2","4.5",1.36685800552368,0,"2"
"2","4.5",1.066810131073,1,"2"
"2","4.5",0.583738803863525,1,"3"
"2","4.5",1.05017900466919,1,"1"
"2","4.5",0.725308895111084,0,"4"
"2","4.5",0.841552972793579,0,"1"
"2","4.5",0.866806983947754,1,"1"
"2","4.5",0.845560073852539,1,"2"
"2","4.5",0.866433143615723,1,"1"
"2","4.5",0.808385848999023,0,"4"
"2","4.5",0.79977297782898,1,"3"
"2","4.5",0.691425085067749,0,"3"
"2","4.5",0.738160133361816,1,"3"
"2","4.5",1.04185199737549,0,"1"
"2","4.5",0.758378028869629,1,"1"
"2","4.5",0.616806030273438,0,"2"
"2","4.5",0.725077867507935,1,"3"
"2","4.5",0.699866056442261,1,"2"
"2","4.5",0.825026988983154,1,"3"
"2","4.5",0.825012922286987,0,"2"
"2","4.5",0.91649317741394,1,"2"
"2","4.5",0.791620016098023,1,"1"
"2","4.5",0.884001016616821,0,"1"
"2","4.5",0.958899021148682,1,"2"
"2","4.5",0.875082969665527,0,"2"
"2","4.5",0.891510963439941,1,"1"
"2","4.5",1.09157919883728,1,"2"
"2","4.5",1.15039491653442,0,"1"
"2","4.5",1.05851697921753,1,"2"
"2","4.5",0.74150013923645,1,"1"
"2","4.5",1.30834102630615,1,"2"
"2","4.5",1.25872898101807,1,"4"
"2","4.5",1.30011487007141,0,"2"
"2","4.5",0.841732025146484,0,"2"
"2","4.5",0.741006851196289,1,"2"
"2","4.5",1.15824890136719,1,"3"
"2","4.5",1.07519388198853,0,"2"
"2","4.5",1.12554693222046,0,"1"
"2","4.5",1.30859303474426,1,"3"
"2","4.5",0.934897899627686,1,"2"
"2","4.5",0.59166407585144,1,"3"
"2","4.5",0.73326587677002,1,"3"
"2","4.5",0.874833822250366,0,"2"
"2","4.5",0.966781854629517,1,"2"
"2","4.5",1.16709113121033,0,"1"
"2","4.5",0.950062036514282,0,"2"
"2","4.5",1.17505788803101,1,"2"
"2","4.5",0.908231019973755,1,"1"
"2","4.5",1.20864605903625,0,"2"
"2","4.5",0.741698980331421,1,"3"
"2","4.5",0.80825400352478,1,"3"
"2","4.5",0.641731977462769,1,"3"
"2","4.5",0.766894817352295,0,"2"
"2","4.5",1.06661796569824,1,"1"
"2","4.5",0.795614004135132,1,"4"
"2","4.5",0.79177188873291,1,"1"
"2","4.5",0.96680212020874,0,"2"
"2","4.5",0.783505916595459,1,"3"
"2","4.5",0.830174922943115,0,"3"
"2","8",0.733726978302002,0,"4"
"2","8",0.716963052749634,1,"3"
"2","8",0.709311962127686,1,"3"
"2","8",0.725040197372437,1,"3"
"2","8",1.01376605033875,0,"3"
"2","8",1.1251859664917,1,"2"
"2","8",0.750026941299439,1,"3"
"2","8",0.883876085281372,1,"3"
"2","8",1.00891184806824,1,"1"
"2","8",0.791615009307861,1,"3"
"2","8",0.566582918167114,1,"3"
"2","8",1.58362078666687,1,"1"
"2","8",0.749948024749756,0,"3"
"2","8",0.824980020523071,0,"3"
"2","8",0.991775035858154,0,"3"
"2","8",0.833159923553467,1,"3"
"2","8",0.974891185760498,1,"2"
"2","8",0.896368980407715,0,"3"
"2","8",0.641520023345947,1,"3"
"2","8",0.908323049545288,1,"3"
"2","8",1.72204899787903,1,"2"
"2","8",1.14199090003967,1,"2"
"2","8",1.04994010925293,0,"1"
"2","8",0.766829013824463,1,"3"
"2","8",0.916570901870728,1,"1"
"2","8",1.10840702056885,1,"2"
"2","8",0.750295877456665,0,"1"
"2","8",0.825329065322876,1,"3"
"2","8",1.17517113685608,1,"1"
"2","8",0.783390998840332,1,"4"
"2","8",0.941766023635864,1,"3"
"2","8",1.65004897117615,1,"3"
"2","8",0.833461046218872,0,"2"
"2","8",0.683170080184937,1,"3"
"2","8",0.866498947143555,1,"3"
"2","8",0.900141954421997,1,"4"
"2","8",0.533478975296021,1,"4"
"2","8",0.591563940048218,1,"3"
"2","8",1.07491898536682,1,"2"
"2","8",1.4502329826355,1,"1"
"2","8",1.09191012382507,1,"3"
"2","8",0.775307178497315,1,"3"
"2","8",0.957881927490234,1,"2"
"2","8",0.866566896438599,1,"3"
"2","8",0.750169992446899,1,"3"
"2","8",0.850815057754517,1,"1"
"2","8",0.716717958450317,1,"4"
"2","8",1.35896420478821,1,"2"
"2","8",1.4249861240387,1,"1"
"2","8",0.691481113433838,1,"3"
"2","8",1.35014390945435,0,"1"
"2","8",1.43325209617615,0,"1"
"2","8",1.00817489624023,1,"3"
"2","8",1.1167848110199,0,"2"
"2","8",0.725053071975708,1,"3"
"2","8",0.699867963790894,1,"3"
"2","8",0.691673994064331,1,"4"
"2","8",0.766601085662842,0,"3"
"2","8",0.850170135498047,1,"2"
"2","8",0.809608936309815,1,"2"
"2","8",0.516947984695435,1,"3"
"2","8",0.674944877624512,1,"4"
"2","8",0.784030914306641,0,"2"
"2","8",0.683045148849487,1,"3"
"2","8",0.794870138168335,0,"1"
"2","8",0.808121919631958,1,"2"
"2","8",0.849869966506958,1,"3"
"2","8",0.658315896987915,1,"3"
"2","8",0.683450222015381,0,"3"
"2","8",0.490850925445557,0,"3"
"2","8",0.541513204574585,1,"3"
"2","8",0.825103998184204,1,"3"
"2","8",0.983359098434448,1,"1"
"2","8",0.682403087615967,1,"3"
"2","8",0.966762065887451,1,"2"
"2","8",0.808444976806641,1,"3"
